5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.6877,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.911,1,44100,16
3.4366,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.7907,1,44100,16
5.0039,1,44100,16
4.702,1,44100,16
5.0039,1,44100,16
1.2074,1,44100,16
2.8677,1,44100,16
5.0039,1,44100,16
3.0302,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.6645,1,44100,16
4.882,1,44100,16
5.0039,1,44100,16
2.5948,1,44100,16
5.0039,1,44100,16
4.3073,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.5875,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.483,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7458,1,44100,16
5.0039,1,44100,16
2.9373,1,44100,16
1.5732,1,44100,16
2.3626,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5078,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.3584,1,44100,16
5.0039,1,44100,16
3.0418,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.3859,1,44100,16
5.0039,1,44100,16
2.8909,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.351,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.7009,1,44100,16
2.589,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7283,1,44100,16
4.911,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.9896,1,44100,16
3.6804,1,44100,16
2.9199,1,44100,16
2.6819,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.0259,1,44100,16
5.0039,1,44100,16
4.2667,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.2202,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.0693,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7574,1,44100,16
5.0039,1,44100,16
3.5991,1,44100,16
2.8619,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.3088,1,44100,16
1.5151,1,44100,16
5.0039,1,44100,16
3.9474,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5774,1,44100,16
4.6034,1,44100,16
2.589,1,44100,16
5.0039,1,44100,16
2.5368,1,44100,16
5.0039,1,44100,16
2.502,1,44100,16
1.0913,1,44100,16
5.0039,1,44100,16
2.7283,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.589,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.9996,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5426,1,44100,16
2.5658,1,44100,16
5.0039,1,44100,16
2.531,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.8386,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.827,1,44100,16
5.0039,1,44100,16
4.4292,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.303,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5252,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.0159,1,44100,16
5.0039,1,44100,16
3.8951,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.4756,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.8704,1,44100,16
1.6196,1,44100,16
5.0039,1,44100,16
2.9083,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7167,1,44100,16
5.0039,1,44100,16
2.5716,1,44100,16
2.56,1,44100,16
5.0039,1,44100,16
2.618,1,44100,16
2.5832,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7283,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.4396,1,44100,16
5.0039,1,44100,16
2.531,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.1304,1,44100,16
2.7864,1,44100,16
2.8561,1,44100,16
4.1796,1,44100,16
4.9459,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.8967,1,44100,16
5.0039,1,44100,16
2.5252,1,44100,16
5.0039,1,44100,16
3.0941,1,44100,16
5.0039,1,44100,16
1.0333,1,44100,16
1.5557,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
